"id","category","de","es","en_ref","context","limit","status","note"
"bar.fire.badge.fireRoll","i18n","Feuerwalze","Oleada de fuego","Fire Roll","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.fireRoll.n","i18n","Feuerwalze +{n}","Oleada de fuego +{n}","Fire Roll +{n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.fireRoll.title","i18n","Feuerwalze: ab {n} % Hitze hat die nächste Karte nach einem Sieg +{v} Wert.","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.badge.glow","i18n","Glühende Klinge","Hoja incandescente","Glowing Blade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.glow.n","i18n","Glühende Klinge +{n}","Hoja incandescente +{n}","Glowing Blade +{n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.glow.title","i18n","Glühende Klinge: +1 Wert auf alle Karten je {step} % Hitze, ohne Deckel.","Hoja incandescente: +{v1} desde {h1} % de calor · +{v2} desde {h2} % · +{v3} con {h3} % de calor. Los niveles superiores exigen por segmento una victoria con más de {m2} o {m3} de margen de valor de combate; si un segmento se queda sin ella, retrocedes.","Glowing Blade: +{v1} from {h1}% heat · +{v2} from {h2}% · +{v3} at {h3}% heat. The upper steps need one win with a margin of {m2} resp. {m3} per segment; a segment without one drops you back.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.peak","i18n","Spitze {n} %","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.badge.peak.title","i18n","Sonnenzorn: der Hitze-Multiplikator rechnet mit der höchsten je erreichten Hitze.","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.badge.schmiede","i18n","Schmiede {cost}","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.badge.schmiede.title","i18n","Schmiede: am Rundenende kostet die Schmiedung {cost} Hitze, deine niedrigste Karte erhält dauerhaft +{v} Wert.","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.badge.verbrennung","i18n","Verbrennung ab {n}","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.badge.verbrennung.title","i18n","Verbrennung: ein Sieg mit Kampfwert-Vorsprung ab {n} zählt ×{m}.","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.brand","i18n","Brand · Gegner","Marca · rival","Brand · opponent","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.conflagReady","i18n","· FLÄCHENBRAND BEREIT","· INCENDIO LISTO","· WILDFIRE READY","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.forges","i18n","Schmiedungen","Forjas","Forgings","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.forges.title","i18n","Geschmiedeter Kartenwert: Summe der ⚒-Aufwertungen über alle Karten.","Valor de carta forjado: suma de las mejoras ⚒ en todas las cartas.","Forged card value: the sum of the ⚒ upgrades across all cards.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.heat","i18n","Hitze","Calor","Heat","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.mult.title","i18n","Hitze-Multiplikator: je 10 % gehaltener Hitze +{per} % Score, als eigener Faktor im Multiplikator. Sonnenzorn rechnet mit der Spitze und zählt +{zorn} %.","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.state.conflag","i18n","Flächenbrand bereit","Incendio listo","Wildfire ready","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.state.mult","i18n","Hitze {value}/{max} · +{mult} % Score","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.tick.full","i18n","100 % Hitze · darüber nur mit Weißglut (Leiste bis 200 %)","100 % de calor; por encima empieza el sobrecalentamiento","100% heat, overheat begins above this","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.tick.glow","i18n","Glühende Klinge: nächste Stufe ab {n} % Hitze","Hoja incandescente: +valor desde {n} % de calor","Glowing Blade: +value from {n}% heat","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.yield","i18n","Feuer-Ertrag","Rendimiento de fuego","Fire yield","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.yield.base","i18n","Feuer-Score","Puntuación de fuego","Fire score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.yield.mult","i18n","Multiplikator","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.fire.yield.mult.hint","i18n","Anteil des Hitze-Multiplikators und der Verbrennung am Score","","","i18n-Katalog (src/i18n) — über t() aufgelöst","","new",""
"bar.ice.avalanche.ready","i18n","Große Lawine · bereit","Gran avalancha · lista","Great Avalanche · ready","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.avalanche.used","i18n","Große Lawine · verbraucht","Gran avalancha · gastada","Great Avalanche · spent","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.biggest","i18n","Größtes Cluster","Mayor agrupación","Largest cluster","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.bursting","i18n","Bricht","Estalla","Bursting","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.cardValue","i18n","Kartenwert","Valor de carta","Card value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.cascade","i18n","Kaskade","Cascada","Cascade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.cascade.unit","i18n","brechen","estallan","bursting","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.chip.title","i18n","Gletscher · Masse {mass} · Stufe {tier}","Glaciar · masa {mass} · nivel {tier}","Glacier · mass {mass} · tier {tier}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.chip.title.burst","i18n","Gletscher · Masse {mass} · Stufe {tier} · BRICHT","Glaciar · masa {mass} · nivel {tier} · ESTALLA","Glacier · mass {mass} · tier {tier} · BURSTING","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.critical","i18n","kritisch","crítica","critical","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.duoBuff","i18n","Duo-Buff","Bonificación de dúo","Duo buff","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.empty","i18n","Noch keine Gletscher. Friere in der Aufstellung Karten fest.","Aún no hay glaciares. Congela cartas en la fase de orden.","No glaciers yet. Freeze cards in the order phase.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.firnGround","i18n","Schnee sammelt sich","La nieve se acumula","Snow gathering","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.firnReserve","i18n","Boden-Reserve","Reserva del suelo","Ground reserve","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.frozenOpp","i18n","Gegner eingefroren","Rivales congelados","Opponents frozen","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.playOrder","i18n","Spielreihenfolge (Position)","Orden de juego (posición)","Play order (position)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.state.count","i18n","{n} Gletscher","{n} glaciares","{n} glaciers","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.state.ready","i18n","Bruch bereit","Estallido listo","Burst ready","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.yield","i18n","Gletscher-Ertrag","Rendimiento de glaciar","Glacier yield","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.consumes","i18n","Volle Leisten","Descargas","Discharges","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.consumes.title","i18n","Volle Leisten diesen Lauf: jede ionisiert die nächste Karte in der Reihenfolge.","Consumos de carga completa en esta partida: el ritmo central de la tormenta.","Full charge consumptions this run: the core rhythm of the storm.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.discharge","i18n","Entladung","Descarga","Discharge","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.discharge.title","i18n","Entladung: dauerhafter Crit-Multiplikator je volle Leiste.","Descarga: impulso permanente del multiplicador de crítico por descarga.","Discharge: permanent crit-multiplier momentum per discharge.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.fullBadge","i18n","· LEISTE VOLL","· CARGA COMPLETA","· FULLY CHARGED","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.state.charge","i18n","Ladung {charge}/{max}","Carga {charge}/{max}","Charge {charge}/{max}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.state.crit","i18n","Crit ×{mult}","Crítico ×{mult}","Crit ×{mult}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.state.full","i18n","Leiste voll","Carga completa","Fully charged","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.storm","i18n","Gewitterfront","Frente de tormenta","Storm Front","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.storm.title","i18n","Gewitterfront: dauerhafte Crit-Chance je volle Leiste.","Frente de tormenta: impulso de probabilidad de crítico por descarga (hasta +{cap} %).","Storm Front: crit-chance momentum per discharge (up to +{cap}%).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.bloom","i18n","Blüte","Floración","Bloom","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.forest","i18n","🌲 Wald","🌲 Bosque","🌲 Forest","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.forest.title","i18n","Weltenbaum: die Summe des Überlauf-Wachstums über alle grünen Karten zahlt je grünem Sieg (der ganze alte Wald).","Árbol del mundo: la suma del crecimiento de desbordamiento de todas las cartas verdes paga en cada victoria verde (todo el bosque viejo).","World Tree: the total overflow growth across all green cards pays on every green win (the whole old forest).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.forest.unit","i18n","Überlauf-Wachstum","crecimiento de desbordamiento","overflow growth","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.grown","i18n","Gewachsen","Crecido","Grown","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.grown.unit","i18n","Wachstum gesamt","crecimiento total","total growth","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.harvest","i18n","Ernte","Cosecha","Harvest","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.mark.overgrowth","i18n","Überwucherung","Invasión","Overgrowth","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.mark.overgrowth.title","i18n","Überwucherung: ab {pct} % alle Farbblöcke +Faktor","Invasión: desde {pct} %, todos los bloques de palo +factor","Overgrowth: from {pct}% on, all suit blocks get +factor","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.mark.spring","i18n","Ew. Frühling","Prim. eterna","Etern. Spring","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.mark.spring.title","i18n","Ewiger Frühling: Überwucherung schon ab {pct} % Feld grün","Primavera eterna: la invasión empieza ya con {pct} % del campo verde","Eternal Spring: overgrowth kicks in at {pct}% of the field green","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.maturing","i18n","Reifende Karten · {n}","Cartas madurando · {n}","Ripening cards · {n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.maturing.more","i18n","+{n} weitere","+{n} más","+{n} more","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.nextRipe","i18n","Nächste Reife","Próxima maduración","Next Ripening","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.nextRipe.title","i18n","Grobe Schätzung: nächster Setzling wird grün (aus Wachstumsrate × Restdistanz).","Estimación aproximada: la próxima plántula se pone verde (a partir de la tasa de crecimiento × distancia restante).","Rough estimate: the next seedling turns green (growth rate × remaining distance).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.nextRipe.wins_one","i18n","~{count} Sieg","~{count} victoria","~{count} win","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.nextRipe.wins_other","i18n","~{count} Siege","~{count} victorias","~{count} wins","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.overflow","i18n","· Überlauf","· desbordamiento","· overflow","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.perWin","i18n","Score/Sieg","puntuación/victoria","score/win","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.root","i18n","Wurzel","Raíz","Root","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.runners","i18n","Ausläufer · Kolonisiert","Estolones · colonizado","Runners · colonized","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.share","i18n","Grün-Anteil des Feldes","Proporción verde del campo","Green share of the field","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.share.badge","i18n","· ÜBERWUCHERT","· INVADIDO","· OVERGROWN","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.share.title","i18n","Anteil grüner (reifer + ausgewachsener) Karten am Feld.","Proporción de cartas verdes (maduras y desarrolladas) en el campo.","Share of green (ripe + full-grown) cards on the field.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.share.value","i18n","{green} / {total} · {pct} %","{green} / {total} · {pct} %","{green} / {total} · {pct}%","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.stage.full","i18n","Ausgewachsen","Desarrollada","Full-grown","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.stage.full.title","i18n","Voll ausgewachsen (Wert {cap}).","Completamente desarrollada (valor {cap}).","Fully grown (value {cap}).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.stage.green","i18n","Grün","Verde","Green","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.stage.green.title","i18n","Reife grüne Karten, Wert unter dem Deckel (Balken = Ø Fortschritt zum Wert-Deckel).","Cartas verdes maduras con valor por debajo del tope (barra = Ø progreso hasta el tope de valor).","Ripe green cards below the value cap (bar = average progress to the value cap).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.stage.seed","i18n","Setzling","Plántula","Seedling","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.stage.seed.title","i18n","Wachsende, noch nicht reife Karten (Balken = Ø Fortschritt zur Reife).","Cartas en crecimiento que aún no están maduras (barra = Ø progreso hasta la madurez).","Growing cards that are not ripe yet (bar = average progress to ripeness).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.state.green","i18n","Grün {pct} %","Verde {pct} %","Green {pct}%","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.state.overgrown","i18n","Überwuchert","Invadido","Overgrown","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.strip.green","i18n","Grün · W{value}","Verde · V{value}","Green · V{value}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.strip.seed","i18n","Setzling {growth}/{need}","Plántula {growth}/{need}","Seedling {growth}/{need}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.tallest","i18n","🌳 Höchster Baum","🌳 Árbol más alto","🌳 Tallest Tree","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.tallest.title","i18n","Mutterbaum: der tiefste Baum (Überlauf-Wachstum über dem Wert-Deckel) zahlt je grünem Sieg und verdoppelt seinen Wurzel-Score.","Árbol madre: el árbol más profundo (crecimiento de desbordamiento por encima del tope de valor) paga en cada victoria verde y duplica su puntuación de raíz.","Mother Tree: your deepest tree (overflow growth above the value cap) pays on every green win and doubles its root score.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.tallest.value","i18n","Wert {value}","Valor {value}","Value {value}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.trimmed","i18n","✂ Getrimmt","✂ Podado","✂ Pruned","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.trimmed.title","i18n","Trimmen: jeder ersetzte Wachstums-Skill ({skills}) hebt dauerhaft den Wurzel- & Blüten-Score.","Poda: cada habilidad de crecimiento sustituida ({skills}) eleva de forma permanente la puntuación de raíz y floración.","Pruning: every replaced growth skill ({skills}) permanently raises root & bloom score.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.trimmed.unit","i18n","· Wurzel/Blüte","· raíz/floración","· root/bloom","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.plant.yield","i18n","Garten-Ertrag","Rendimiento del jardín","Garden Yield","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.loss","i18n","Verloren","Derrota","Lost","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.tie","i18n","Gleichstand","Empate","Tie","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.win","i18n","Gewonnen","Victoria","Won","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.winCrit","i18n","Gewonnen · Kritisch","Victoria · crítica","Won · critical","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.banner.winTie","i18n","Gleichstand → Sieg","Empate → victoria","Tie → win","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.aria","i18n","Aufschlüsselung des Stich-Scores","Desglose de la puntuación de la baza","Trick score breakdown","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.base","i18n","Basis","Base","Base","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.base.title","i18n","Grundwert des Siegs plus alle flachen Boni (Perks, Crit-Flats, Fraktions-Score).","Valor base de la victoria más todas las bonificaciones planas (ventajas, fijos de crítico, puntuación de arquetipo).","Base value of the win plus every flat bonus (perks, crit flats, faction score).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.crit","i18n","Crit","Crít.","Crit","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.crit.title","i18n","Crit-Multiplikator dieses Stichs.","Multiplicador de crítico de esta baza.","Crit multiplier of this trick.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.direct","i18n","Direkt","Directo","Direct","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.direct.title","i18n","Direkt-Score, der an der Kette vorbeiläuft: Pflanze, Gletscher, Vabanque.","Puntuación directa que se salta la cadena: dividendo de brasas, rayo, planta, glaciar, Todo o Nada.","Direct score that bypasses the chain: ember dividend, lightning, plant, glacier, All In.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.form","i18n","Form","Form.","Form","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.form.title","i18n","Multiplikator der Formationen an dieser Position, samt Nachhall und Formationskern.","Multiplicador de las formaciones en esta posición, incluidos Eco y Núcleo.","Multiplier of the formations at this position, including Echo and Core.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.perks","i18n","Perks","Ventajas","Perks","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.perks.title","i18n","Multiplikator aus Perks und Familien, dazu Sonnenzorn und die Score-Gebäude des Architekten.","Multiplicador de ventajas y familias, además de Ira Solar y los edificios de puntuación del Arquitecto.","Multiplier from perks and families, plus Sun Wrath and the architect’s score buildings.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.streak","i18n","Serie","Racha","Streak","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.streak.title","i18n","Multiplikator aus der laufenden Siegesserie.","Multiplicador de la racha de victorias en curso.","Multiplier from your running win streak.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.total","i18n","Summe","Total","Total","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.bd.total.title","i18n","Gesamter Score dieses Stichs.","Puntuación total de esta baza.","Total score of this trick.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.avalanche","i18n","Lawine","AVALANCHA","AVALANCHE","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.brutal","i18n","Brutal","BRUTAL","BRUTAL","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.fierce","i18n","Stark","BIEN","NICE","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.godlike","i18n","Gottgleich","DIVINO","GODLIKE","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.insane","i18n","Irre","DEMENCIAL","INSANE","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.big.letsgo","i18n","Gönn dir","¡VAMOS!","LET’S GO!","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.crit","i18n","Kritisch!","¡Crítico!","Critical!","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.crit.mult","i18n","Kritisch ×{n}","Crítico ×{n}","Critical ×{n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.ready","i18n","Bereit: starte den Autobattler","Listo: inicia el autobattler","Ready: start the autobattler","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.side.opponent","i18n","Gegner","Rival","Opponent","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.side.you","i18n","Du","Tú","You","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bf.trickCount","i18n","Stich {n} / {total}","Baza {n} / {total}","Trick {n} / {total}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.champions.empty","i18n","Noch keine Wochensieger. Die erste Wochen-Rangliste muss erst abgeschlossen sein.","Aún no hay ganadores semanales. Primero tiene que terminar la primera clasificación semanal.","No weekly winners yet. The first weekly ranking has to finish first.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.champions.intro","i18n","Platz 1 jeder abgelaufenen Wochen-Rangliste landet hier, eine Person pro Woche.","El puesto 1 de cada clasificación semanal finalizada llega aquí, una persona por semana.","First place of every finished weekly ranking lands here, one person per week.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.champions.loading","i18n","Lädt Champions …","Cargando los campeones …","Loading champions …","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.champions.unavailable","i18n","Champions sind nicht verfügbar.","Los campeones no están disponibles.","Champions are unavailable.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.col.pilot","i18n","Pilot","Piloto","Pilot","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.col.rank","i18n","Rang","Puesto","Rank","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.col.score","i18n","Punkte","Puntos","Score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.countdown","i18n","{d}t {h}h {m}m {s}s","{d}d {h}h {m}m {s}s","{d}d {h}h {m}m {s}s","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.arch.s","i18n","Am Wochenende ins Challenger-Archiv.","Al final de la semana, al archivo Challenger.","Into the Challenger archive at the end of the week.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.arch.t","i18n","Platz 1 wandert","El puesto 1 pasa al archivo","Rank 1 moves on","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.base.s","i18n","Der Upgrade-Baum hat keine Wirkung.","El árbol de mejoras no tiene efecto.","The upgrade tree has no effect.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.base.t","i18n","Faire Baseline","Base justa","Fair baseline","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.seed.s","i18n","Alle spielen dieselbe Kartenfolge.","Todo el mundo juega la misma secuencia de cartas.","Everyone plays the same card order.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.ctx.seed.t","i18n","Gleicher Seed","Misma semilla","Same seed","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.empty","i18n","Noch keine Einträge. Mach den Anfang.","Aún no hay entradas. Empieza tú.","No entries yet. Be the first.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.eyebrow.board","i18n","Vergleich","Comparación","Comparison","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.eyebrow.ranked","i18n","Rangliste","Clasificatoria","Ranked","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.global.empty","i18n","Noch kein Lauf im Global-Board. Mach den Anfang.","Aún no hay ninguna partida en la clasificación global. Empieza tú.","No run on the global board yet. Be the first.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.global.head","i18n","Allzeit · Top {n}","Histórico · Top {n}","All-time · Top {n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.global.sub","i18n","alle Läufe","todas las partidas","all runs","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.loading","i18n","Lädt Bestenliste …","Cargando la clasificación …","Loading leaderboard …","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.nav.champions.sub","i18n","Platz 1 jeder abgelaufenen Woche","Puesto 1 de cada semana finalizada","Rank 1 of every past week","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.nav.global.sub","i18n","Allzeit · alle Läufe","Histórico · todas las partidas","All-time · every run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.nav.rules.sub","i18n","Baseline und alle Modifikatoren","Base y todos los modificadores","Baseline and all modifiers","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.play","i18n","▶ Spielen","▶ Jugar","▶ Play","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.resetIn","i18n","Reset in {time}","Reinicio en {time}","Reset in {time}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.row.cycle","i18n","Durchlauf {n}","Ciclo {n}","Cycle {n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"board.rules.intro","i18n","Alle spielen wöchentlich denselben Seed unter fairer Baseline: der Upgrade-Baum hat keine Wirkung ({rerolls} Rerolls je Phase, alle Raritäten). Jede Woche verändern 3–5 zufällige Modifikatoren (≥2 positiv, ≥1 negativ) den Lauf, für alle identisch. Nur abgeschlossene Läufe zählen; am Wochenende wandert Platz 1 ins Challenger-Archiv, das Board startet neu.","Todo el mundo juega cada semana la misma semilla con una base justa: el árbol de mejoras no tiene efecto ({rerolls} relanzamientos por fase, todas las rarezas). Cada semana, de 3 a 5 modificadores aleatorios (≥2 positivos, ≥1 negativo) cambian la partida, idénticos para todos. Solo cuentan las partidas completadas; al final de la semana el puesto 1 pasa al archivo Challenger y la clasificación empieza de nuevo.","Everyone plays the same weekly seed on a fair baseline: the upgrade tree has no effect ({rerolls} rerolls per phase, all rarities). Every week 3–5 random modifiers (≥2 positive, ≥1 negative) change the run, identically for everyone. Only completed runs count; at the end of the week first place moves into the Challenger archive and the board starts over.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
