"id","category","de","zh-Hans","en_ref","context","limit","status","note"
"arch.combos","i18n","Kombis","组合","Combos","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.combos.title","i18n","Gebäude mit Struktur-/Distrikt-Bonus glühen in ihrer Typ-Farbe","带有结构或街区加成的建筑会以自己的类型颜色发光","Buildings with a structure/district bonus glow in their type colour","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.confirmStart","i18n","✓ Bestätigen · Durchlauf starten","✓ 确认 · 开始本轮","✓ Confirm · start the cycle","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.cycleScore","i18n","Durchlauf-Score","本轮得分","Cycle score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.demolish","i18n","Abreißen ✓","拆除 ✓","Demolish ✓","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.demolish.n","i18n","Abreißen ({n}) ✓","拆除（{n}） ✓","Demolish ({n}) ✓","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.demolish.warn","i18n","Markierte Gebäude gehen beim Abriss verloren.","被标记的建筑会在拆除时失去。","Marked buildings are lost when demolished.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.dev.catalog","i18n","Voll-Katalog (Dev): Kategorie → Familie → Stufe. Ein Bau pro Phase (danach Verschieben/Bestätigen).","完整目录（Dev）：类别 → 系列 → 阶。每个阶段只能建造一次（之后移动/确认）。","Full catalogue (dev): category → family → tier. One build per phase (then move/confirm).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.color","i18n","+{n} Score bei {suit}","{suit}时得分+{n}","+{n} score on {suit}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.crit","i18n","+{n} Score bei Crit","暴击时得分+{n}","+{n} score on crit","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.gamble","i18n","+{crit} Score bei Crit, sonst −{penalty} Score","暴击时得分+{crit}，否则得分−{penalty}","+{crit} score on crit, otherwise −{penalty} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.milestone","i18n","+{n} Score alle {every} Siege","每{every}次获胜得分+{n}","+{n} score every {every} wins","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.relay","i18n","+{n} Score (Staffel)","得分+{n}（接力）","+{n} score (relay)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.score","i18n","+{n} Score","得分+{n}","+{n} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.scoreMult","i18n","×{f} Score","得分×{f}","×{f} score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.streak","i18n","+{n} Score je Serienpunkt","每点连胜得分+{n}","+{n} score per streak point","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.struct","i18n","Struktur ×{f}","结构×{f}","Structure ×{f}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eff.value","i18n","+{n} Stichwert","墩值+{n}","+{n} trick value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.eyebrow","i18n","Architekt · Bauphase · Durchlauf {cycle}","建筑师 · 建造阶段 · 第{cycle}轮","Architect · build phase · cycle {cycle}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.firn.title","i18n","Schnee · Reserve {n} (füllt einen Gletscher hier zum Durchlauf-Beginn)","积雪 · 储量{n}（每轮开始时为此处的冰川回填）","Snow · reserve {n} (refills a glacier here at the start of the cycle)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.forms","i18n","Formationen","阵型","Formations","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.forms.title","i18n","Formationsrahmen (Ring + Label) am Brett ein-/ausblenden","在棋盘上显示或隐藏阵型框（圆环与标签）","Show/hide formation frames (ring + label) on the board","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.legend.frame","i18n","Rahmen = Typ:","边框代表类型：","Frame = type:","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.legend.ring","i18n","Ring = aktive Formation (×mult)","圆环代表生效中的阵型（×倍率）","Ring = active formation (×mult)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.legend.tier","i18n","Stufe (Ecke):","阶（角标）：","Tier (corner):","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.legendary","i18n","legendär","传说","legendary","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.legendaryCap","i18n","Legendär","传说","Legendary","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.marked","i18n","· markiert ✓","· 已标记 ✓","· marked ✓","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.noRoom","i18n","Kein Platz für „{name}“.","没有地方放「{name}」。","No room for “{name}”.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.noRoom.enough_one","i18n","Abriss von {count} Gebäude schafft Platz. Bestätigen zum Bauen.","拆除{count}座建筑就能腾出地方。确认即可建造。","Demolishing {count} building makes room. Confirm to build.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.noRoom.enough_other","i18n","Abriss von {count} Gebäuden schafft Platz. Bestätigen zum Bauen.","拆除{count}座建筑就能腾出地方。确认即可建造。","Demolishing {count} buildings makes room. Confirm to build.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.noRoom.mark","i18n","Markiere ein Gebäude zum Abriss (am Brett oder unten), bei einem großen Bauplan evtl. mehrere. Abgerissen wird erst nach Bestätigen.","标记一座要拆除的建筑（在棋盘上或下方列表里）；蓝图较大时可能需要标记多座。确认之后才会真正拆除。","Mark a building for demolition (on the board or below), with a large plan possibly several. Nothing is torn down before you confirm.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.noRoom.more","i18n","Abriss reicht noch nicht. Markiere ein weiteres Gebäude.","拆除得还不够。再标记一座建筑。","Not enough yet. Mark another building.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.noRoom.replace","i18n","kein Platz → ersetzen","没有空位 → 替换","no room → replace","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.noRotate","i18n","⟳ nicht drehbar","⟳ 不可旋转","⟳ not rotatable","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.noRotate.big","i18n","⟳ Nicht drehbar","⟳ 不可旋转","⟳ Not rotatable","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.noRotate.title","i18n","Diese Form lässt sich nicht drehen (belegt eine ganze Segment-Zeile bzw. ist symmetrisch).","这个形状无法旋转（它占满整行区段，或者本身是对称的）。","This shape cannot be rotated (it fills a whole segment row, or it is symmetric).","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.now","i18n","Jetzt:","现在：","Now:","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.otherPlan","i18n","← Anderer Bauplan","← 换一张蓝图","← Different blueprint","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.pct","i18n","+{pct} %","+{pct}%","+{pct}%","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.place.head","i18n","Platzieren & Verschieben","放置与移动","Place & move","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.place.help","i18n","zieh Gebäude am Brett an ihren Platz (Griff überall, ⟳ Drehen oben), beliebig oft. Unten Bestätigen startet den Durchlauf.","在棋盘上把建筑拖到想要的位置（任意处都可拖动，⟳ 旋转在上方），次数不限。点击下方的「确认」开始本轮。","drag buildings into place on the board (grab them anywhere, ⟳ Rotate above), as often as you like. Confirm below starts the cycle.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.planFallback","i18n","Bauplan","蓝图","Blueprint","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.plot","i18n","Baufeld","建造区","Plot","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.plot.used","i18n","{n} belegt · {pct}%","已占用{n} · {pct}%","{n} taken · {pct}%","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.preview.bad","i18n","passt hier nicht","这里放不下","does not fit here","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.preview.head","i18n","Vorschau & Brett-Status","预览与棋盘状态","Preview & board status","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.preview.ok","i18n","Vorschau","预览","Preview","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.rearrange","i18n","↔ Gebäude umstellen","↔ 重新摆放建筑","↔ Rearrange buildings","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.reroll","i18n","🎲 Baupläne neu würfeln · {n} übrig","🎲 重抽蓝图 · 还剩{n}次","🎲 Reroll blueprints · {n} left","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.reset","i18n","Zurücksetzen","重置","Reset","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.rotate","i18n","⟳ Drehen","⟳ 旋转","⟳ Rotate","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.rotate.noRoom","i18n","Kein Platz zum Drehen. Zieh das Gebäude erst an eine freiere Stelle.","没有空间旋转。先把建筑拖到宽松一点的位置。","No room to rotate. Move the building somewhere freer first.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.scoreDiff","i18n","{sign}{pct} %","{sign}{pct}%","{sign}{pct}%","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.soloEnough","i18n","· reicht allein","· 单独就够了","· enough on its own","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.stat.plotUsed","i18n","Baufeld belegt","建造区占用","Plot used","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.stat.rows","i18n","Häuserzeilen","房屋行","House rows","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.stat.struct","i18n","Struktur-Bonus","结构加成","Structure bonus","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.stat.sumValue","i18n","Σ Kartenwert","Σ 卡牌数值","Σ card value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.struct.col","i18n","volle Spalte ×{f}","整列×{f}","full column ×{f}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.struct.diag","i18n","Diagonale ×{f}","对角线×{f}","diagonal ×{f}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.struct.district","i18n","Distrikt +{pct} %/Nachbar","街区每个相邻+{pct}%","district +{pct}%/neighbour","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.struct.districtNote","i18n","Distrikt: Gebäude gleicher Farbe (Kategorie) direkt aneinander geben je Nachbar +{pct} % Score auf ihre Felder (bis {cap} Nachbarn). Gleichartig zusammenbauen lohnt sich.","街区：同色（同类别）的建筑直接相邻时，每个相邻建筑让它们所在的格子得分+{pct}%（最多{cap}个相邻）。把同类的建在一起是划算的。","District: buildings of the same colour (category) directly adjacent give +{pct}% score on their cells per neighbour (up to {cap} neighbours). Building alike pays off.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.struct.head","i18n","Struktur & Distrikt · ×Score je Durchlauf","结构与街区 · 每轮得分倍率","Structure & district · ×score per cycle","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.struct.note","i18n","Jede Karte auf einer vollständigen Zeile/Spalte/Diagonale macht bei einem Sieg entsprechend mehr Score. Faktoren stapeln multiplikativ.","位于完整的行、列或对角线上的每张卡牌，获胜时得分相应更高。各系数以乘法叠加。","Every card on a complete row/column/diagonal makes correspondingly more score on a win. Factors stack multiplicatively.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.struct.row","i18n","volle Zeile ×{f}","整行×{f}","full row ×{f}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.sumValue","i18n","Σ Wert","Σ 数值","Σ value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.tier","i18n","Stufe {tier}","{tier}阶","Tier {tier}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.tierArrow","i18n","Stufe {from} → {to}","{from}阶 → {to}阶","Tier {from} → {to}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.tierWord","i18n","Stufe","阶","Tier","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.title","i18n","Der Architekt","建筑师","The Architect","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.undo","i18n","↶ Rückgängig","↶ 撤销","↶ Undo","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade","i18n","Aufwerten","升级","Upgrade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.big","i18n","⬆ Aufwerten","⬆ 升级","⬆ Upgrade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.confirm","i18n","⬆ Aufwerten bestätigen","⬆ 确认升级","⬆ Confirm upgrade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.confirmHint","i18n","Unten bestätigen, dann wird aufgewertet.","在下方确认后才会升级。","Confirm below, then it is upgraded.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.help","i18n","wähle unten ein Gebäude (oder tippe es am Brett an): es wird gold markiert, du siehst aktuellen und nächsten Effekt und bestätigst unten. Nicht aufwertbare (Legendär/No-op-Effekt/max) sind ausgegraut.","在下方选择一座建筑（或直接在棋盘上点击它）：它会被标成金色，你能看到当前效果和升级后的效果，然后在下方确认。无法升级的建筑（传说/效果无变化/已满级）显示为灰色。","pick a building below (or tap it on the board): it is marked gold, you see the current and the next effect, and you confirm below. Buildings that cannot be upgraded (legendary/no-op effect/max) are greyed out.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.none","i18n","· nichts aufwertbar","· 没有可升级的","· nothing to upgrade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.reason.acted","i18n","in dieser Bauphase ist die Hauptaktion (Bauen ODER Aufwerten) schon verbraucht","这个建造阶段的主要行动（建造或升级）已经用掉了","the main action of this build phase (build OR upgrade) is already spent","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.reason.generic","i18n","nicht aufwertbar","无法升级","not upgradable","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.reason.inert","i18n","keine Aufwertung, der Effekt hat keine Stufen","无法升级，这个效果没有分阶","no upgrade, this effect has no tiers","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.reason.legendary","i18n","Legendäre sind nicht aufwertbar","传说建筑无法升级","legendaries cannot be upgraded","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.reason.max","i18n","bereits auf höchster Stufe","已经是最高阶","already at the highest tier","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgrade.sub","i18n","ein Gebäude +1 Stufe","一座建筑+1阶","one building +1 tier","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.upgraded","i18n","aufgewertet:","已升级：","upgraded:","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"arch.yourBuildings","i18n","Deine Gebäude ({n})","你的建筑（{n}）","Your buildings ({n})","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"archcat.formation.label","i18n","Formation","阵型","Formation","i18n-Katalog (src/i18n) — über t() aufgelöst","10","done","gemessen (längstes Geschwister, de/en/es) — Bau-Kategorie im Chip"
"archcat.score.label","i18n","Score","得分","Score","i18n-Katalog (src/i18n) — über t() aufgelöst","10","done","gemessen (längstes Geschwister, de/en/es) — Bau-Kategorie im Chip"
"archcat.value.label","i18n","Wert","数值","Value","i18n-Katalog (src/i18n) — über t() aufgelöst","10","done","gemessen (längstes Geschwister, de/en/es) — Bau-Kategorie im Chip"
"archetype.fire.label","i18n","Feuer","火","Fire","i18n-Katalog (src/i18n) — über t() aufgelöst","9","done","gemessen (längstes Geschwister, de/en/es) — Archetyp-Name im Chip"
"archetype.ice.label","i18n","Eis","冰","Ice","i18n-Katalog (src/i18n) — über t() aufgelöst","9","done","gemessen (längstes Geschwister, de/en/es) — Archetyp-Name im Chip"
"archetype.lightning.label","i18n","Blitz","闪电","Lightning","i18n-Katalog (src/i18n) — über t() aufgelöst","9","done","gemessen (längstes Geschwister, de/en/es) — Archetyp-Name im Chip"
"archetype.plant.label","i18n","Pflanze","植物","Plant","i18n-Katalog (src/i18n) — über t() aufgelöst","9","done","gemessen (längstes Geschwister, de/en/es) — Archetyp-Name im Chip"
"archpanels.roleLegend","i18n","● Rolle: Ziel eines Perks/einer Familie an dieser Karte","● 角色：某个天赋或系列在这张卡牌上的目标","● Role: target of a perk/family on this card","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"archpanels.tapHint","i18n","Antippen zeigt am Brett, wo es liegt, und umgekehrt.","点击即可在棋盘上定位它，反之亦然。","Tapping shows where it sits on the board, and the other way round.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.ash","i18n","Asche","灰烬","Ash","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.ash.title","i18n","Asche: {text}","灰烬：{text}","Ash: {text}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.ashBurned","i18n","Asche verbrannt","燃烧的灰烬","Ash burnt","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.fireRoll","i18n","Feuerwalze","火浪","Fire Roll","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.fireRoll.n","i18n","Feuerwalze +{n}","火浪+{n}","Fire Roll +{n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.glow","i18n","Glühende Klinge","炽刃","Glowing Blade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.glow.n","i18n","Glühende Klinge +{n}","炽刃+{n}","Glowing Blade +{n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.glow.title","i18n","Glühende Klinge: +{v1} ab {h1} % Hitze · +{v2} ab {h2} % · +{v3} bei {h3} % Hitze. Die oberen Stufen verlangen je Segment einen Sieg über {m2} bzw. {m3} Kampfwert-Vorsprung; bleibt ein Segment ohne, fällst du zurück.","炽刃：热量达{h1}%起+{v1}，达{h2}%起+{v2}，达{h3}%时+{v3}。更高的档位要求每个区段都有一场战斗数值领先超过{m2}或{m3}的胜利；某个区段没有，就会掉档。","Glowing Blade: +{v1} from {h1}% heat · +{v2} from {h2}% · +{v3} at {h3}% heat. The upper steps need one win with a margin of {m2} resp. {m3} per segment; a segment without one drops you back.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.spark","i18n","Funkenflug","溅火","Spark Flight","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.spark.n","i18n","Funkenflug {n}","溅火{n}","Spark Flight {n}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.badge.spark.title","i18n","Funkenflug-Speicher: Siege unter {m} Kampfwert-Vorsprung zahlen ein, ein Sieg ab {m} schüttet ihn aus. Eine Niederlage halbiert ihn.","溅火储量：战斗数值领先不足{m}的胜利会存入，领先达到{m}的胜利把它全部释放。一次失败会让它减半。","Spark Flight store: wins below a margin of {m} pay in, a win from {m} pays it out. A loss halves it.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.brand","i18n","Brand · Gegner","烙印 · 对手","Brand · opponent","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.conflagReady","i18n","· FLÄCHENBRAND BEREIT","· 燎原就绪","· WILDFIRE READY","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.forges","i18n","Schmiedungen","锻造次数","Forgings","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.forges.title","i18n","Geschmiedeter Kartenwert: Summe der ⚒-Aufwertungen über alle Karten.","锻造出的卡牌数值：所有卡牌上⚒提升的总和。","Forged card value: the sum of the ⚒ upgrades across all cards.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.heat","i18n","Hitze","热量","Heat","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.overRun","i18n","über den Lauf","本局累计","over the run","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.state.conflag","i18n","Flächenbrand bereit","燎原就绪","Wildfire ready","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.state.heat","i18n","Hitze {value}/{max}","热量{value}/{max}","Heat {value}/{max}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.state.over","i18n","Überhitzung +{n} % Feuer-Score","过热 火焰得分+{n}%","Overheat +{n}% fire score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.state.white","i18n","Weißglut","白热","White heat","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.tick.full","i18n","100 % Hitze, darüber beginnt die Überhitzung","热量100%，再往上开始过热","100% heat, overheat begins above this","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.tick.glow","i18n","Glühende Klinge: +Wert ab {n} % Hitze","炽刃：热量达{n}%起加值","Glowing Blade: +value from {n}% heat","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.tick.white","i18n","Weißglut: Hitze über 100 % staut sich als Überhitzung auf (bis {max} %); je heißer, desto weniger kommt an. Jeder Punkt gibt +{n} % auf den gesamten Feuer-Score und baut sich je Stich wieder ab.","白热：超过100%的热量会积成过热（最高{max}%）；越热，进账越少。每一点给整体火焰得分+{n}%，并且每墩衰减一些。","White Heat: heat above 100% banks as overheat (up to {max}%); the hotter you are, the less arrives. Every point gives +{n}% on your entire fire score and decays again every trick.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.whiteGlow","i18n","· WEISSGLUT","· 白热","· WHITE HEAT","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.yield","i18n","Feuer-Ertrag","火焰产出","Fire yield","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.yield.base","i18n","Feuer-Score","火焰得分","Fire score","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.yield.over","i18n","Überlauf","溢出","Overflow","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.fire.yield.over.hint","i18n","Weißglut (Überhitzung über 100 % Hitze) + Ascheglut (Asche über die Schmiede-Kapazität)","白热（热量超过100%的过热）+灰烬辉光（超出锻造容量的灰烬）","White heat (overheat above 100% heat) + ash glow (ash above the forge capacity)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.avalanche.ready","i18n","Große Lawine · bereit","大雪崩 · 就绪","Great Avalanche · ready","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.avalanche.used","i18n","Große Lawine · verbraucht","大雪崩 · 已用","Great Avalanche · spent","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.biggest","i18n","Größtes Cluster","最大集群","Largest cluster","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.bursting","i18n","Bricht","碎裂中","Bursting","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.cardValue","i18n","Kartenwert","卡牌数值","Card value","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.cascade","i18n","Kaskade","级联","Cascade","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.cascade.unit","i18n","brechen","碎裂","bursting","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.chip.title","i18n","Gletscher · Masse {mass} · Stufe {tier}","冰川 · 质量{mass} · {tier}阶","Glacier · mass {mass} · tier {tier}","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.chip.title.burst","i18n","Gletscher · Masse {mass} · Stufe {tier} · BRICHT","冰川 · 质量{mass} · {tier}阶 · 即将碎裂","Glacier · mass {mass} · tier {tier} · BURSTING","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.critical","i18n","kritisch","临界","critical","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.duoBuff","i18n","Duo-Buff","双子增益","Duo buff","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.empty","i18n","Noch keine Gletscher. Friere in der Aufstellung Karten fest.","还没有冰川。在布阵里把卡牌冻结起来。","No glaciers yet. Freeze cards in the order phase.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.firnGround","i18n","Schnee sammelt sich","积雪正在累积","Snow gathering","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.firnReserve","i18n","Boden-Reserve","地面储量","Ground reserve","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.frozenOpp","i18n","Gegner eingefroren","对手已冻结","Opponents frozen","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.playOrder","i18n","Spielreihenfolge (Position)","出牌顺序（位次）","Play order (position)","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.state.count","i18n","{n} Gletscher","{n}座冰川","{n} glaciers","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.state.ready","i18n","Bruch bereit","可以碎裂","Burst ready","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.ice.yield","i18n","Gletscher-Ertrag","冰川产出","Glacier yield","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.breadth","i18n","Sturmgröße","风暴广度","Storm breadth","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.breadth.payoff","i18n","+{n} Wert / Karte","每张卡牌+{n}数值","+{n} value / card","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.chain","i18n","🔗 Serienkette","🔗 连胜锁链","🔗 Streak chain","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.chain.holds","i18n","· hält","· 保持","· holding","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.consumes","i18n","Entladungen","放电次数","Discharges","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.consumes.title","i18n","Volle Ladungsverbräuche diesen Lauf: der Kern-Rhythmus des Sturms.","本局用满充能的次数：风暴的核心节奏。","Full charge consumptions this run: the core rhythm of the storm.","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.depth","i18n","Sturmintensität","风暴强度","Storm depth","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.depth.payoff","i18n","Überschlag: {n} Prozentpunkte → 1 Ladung","跃弧：{n}个百分点 → 1充能","Arc-over: {n} percentage points → 1 charge","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
"bar.lightning.discharge","i18n","Entladung","放电","Discharge","i18n-Katalog (src/i18n) — über t() aufgelöst","","done",""
